video_id,title,description,author,source,embedded
8VOE0y11zOY,"DAS ist auf unserer Seite der ""Brandmauer""! - AfD",,AfD TV,https://www.youtube.com/watch?v=8VOE0y11zOY,True
uaXitMYXhpg,"Weißt Du noch, wie schön Deutschland einmal war? - Alice Weidel #afd #weidel #deutschland","Weißt Du noch, wie schön Deutschland einmal war? Und glaubst Du immer noch, dass ausgerechnet die CDU all die Probleme löst, die sie selbst verursacht hat? Deshalb am 23. Februar #AfD!",AfD TV,https://www.youtube.com/watch?v=uaXitMYXhpg,True
Y-BOY7GGf50,ReLive: #AfD Sachsen-Anhalt & Alice #Weidel aus #Magdeburg!,"ReLive vom 23.12. auf dem Domplatz in Magdeburg: Dr. Alice Weidel • Martin Reichardt • Oliver Kirchner 
Dr. Hans-Thomas Tillschneider • Ulrich Siegmund
Jan Wenzel Schmidt • Matthias Büttner",AfD TV,https://www.youtube.com/watch?v=Y-BOY7GGf50,True
ZjzXYnb1Qdg,Gänsehaut pur bei dieser Rede!  - AfD - Livemitschnitt Alice Weidel Magdeburg,"""In Eurem Schmerz wollen wir Euch beistehen. In dieser schweren Stunde einen Moment der Trauer mit Euch gemeinsam tragen, der für Euch unendlich erscheinen muss. Ihr seid nicht allein. Wir sind in Gedanken bei Euch. Für Sie, für die Angehörigen der verletzten Opfer geht es in Tage des Bangens und Hoffens. Und wir hoffen, wir bangen mit Euch.

Bei all der Trauer, spüre ich einen Funken des Zusammenhaltes, den wir nähren sollten, der wachsen sollte. Ich wünsche uns allen ein gesegnetes Weihnachtsfest. 

Und auch dem Kameramann, der zu Beginn der Veranstaltung einen medizinischen Notfall erlitt, eine schnelle Genesung."" #Magdeburg #AfD #Weihnachten",AfD TV,https://www.youtube.com/watch?v=ZjzXYnb1Qdg,True
nxmSoRXpsv4,Live aus #Magdeburg: #AfD-Gedenkveranstaltung mit Alice #Weidel!,"Ab 17 Uhr live vom Domplatz Magdeburg: Dr. Alice Weidel • Martin Reichardt • Oliver Kirchner Dr. Hans-Thomas Tillschneider • Ulrich Siegmund Jan Wenzel Schmidt • Matthias Büttner",AfD TV,https://www.youtube.com/watch?v=nxmSoRXpsv4,True
lWeyt1Bg5E8,Jung & Patriotisch: So versagt Deutschland bei der Remigration! - AfD - FPÖ,"Deutschland steht vor der Bundestagswahl und damit vor einer regelrechten Welle der Desinformation, Zensur und Unterdrückung gegen die Opposition und zum Zweck des Machterhalts der Einheitsparteien. Wie perfide die Regierungen, aber auch die EU dabei vorgehen und selbst genau das tun, was sie fremden Mächten wie Russland vorwerfen, darüber diskutieren die EU-Abgeordneten Petra Steger (FPÖ) und Alexander Jungbluth (AfD) in der aktuellen Ausgabe von JUNG&PATRIOTISCH.

Außerdem:
•⁠  ⁠Keine Spur von Remigrations-Bemühungen der EU nach dem Sturz des Assad-Regimes in Syrien
•⁠  ⁠Fortgesetzte Kriegstreiberei der EU in der Ukraine. Nur Trump lässt die Welt auf Frieden hoffen.",AfD TV,https://www.youtube.com/watch?v=lWeyt1Bg5E8,True
dFRDgZkuYP0,"""Deutschland braucht einen Neuanfang - und der ist nur mit der AfD möglich!"" - Alice Weidel","""Deutschland braucht einen Neuanfang: Freiheit und freies Unternehmertum statt Klimasozialismus, eine günstige und sichere Energieversorgung statt Transformations-Planwirtschaft. Vor allem aber Vernunft statt Ideologie - und deutsche Interessenpolitik statt Kriegstreiberei. Diesen Neuanfang wird es nur mit der AfD geben!""",AfD TV,https://www.youtube.com/watch?v=dFRDgZkuYP0,True
0U3IFhG_sXE,Live: Vorstellung AfD-Kanzlerkandidatin!,Pressekonferenz live: Die AfD stellt ihre Kanzlerkandidatin vor! Jetzt vormerken und teilen!,AfD TV,https://www.youtube.com/watch?v=0U3IFhG_sXE,True
vQ6wvtnyKlI,Live: Vorstellung AfD-Kanzlerkandidat!,Pressekonferenz live: Die AfD stellt ihren Kanzlerkandidaten vor! Jetzt vormerken und teilen!,AfD TV,https://www.youtube.com/watch?v=vQ6wvtnyKlI,True
alD6rwkzzVA,Live: Vorstellung AfD-Kanzlerkandidat! - Alice Weidel & Tino Chrupalla,Einschalten und teilen: Die AfD stellt ihren Kanzlerkandidaten für die #BTW2025 vor!,AfD TV,https://www.youtube.com/watch?v=alD6rwkzzVA,True
uuwdfOsP1_w,Blanker Wahnsinn: Kriegstreiberei im EU-Parlament - Jung & Patriotisch - FPOE & AfD,"Im EU-Parlament findet eine Kriegshetze statt, die ihresgleichen sucht. Dass der dritte Weltkrieg droht, scheint weder Abgeordnete noch die EU-Spitze zu interessieren. Petra Steger (FPÖ) und Alexander Jungbluth (AfD) zeigen sich in der neuen Folge JUNG & PATRIOTISCH fassungslos angesichts dieses Wahnsinns. Dass auch noch die schlechteste EU-Kommission aller Zeiten gewählt wurde, fällt dabei fast unter den Tisch.",AfD TV,https://www.youtube.com/watch?v=uuwdfOsP1_w,True
YqFCyPzQtVE,"""Anzeige ist raus!"" Statt Einschüchterung und Zensur: Meinungsfreiheit schützen!",Die etablierten Parteien nehmen die freie Rede in die Mangel und machen aus Strafanzeigen ein Geschäftsmodell. Nur die AfD stellt sich diesen Tendenzen entgegen. Wir verteidigen das Recht auf Meinungsfreiheit!,AfD TV,https://www.youtube.com/watch?v=YqFCyPzQtVE,True
O8tqeu7EZ_E,Vertrauensfrage: Deshalb stimme ich gegen Scholz! - Peter Boehringer im Interview,"Wider die Mythen zur Vertrauensfrage: Kriegsgefahr ANDERS bannen! | Boehringer im ETVC-Interview
https://www.youtube.com/watch?v=QlIxBZNXpQY 

00:00 Intro (Überblick)
02:48 Ausgangslage vor der Vertrauensfrage am 16. Dezember.
08:50 Zwei grundsätzliche Punkte, warum das Gedankenspiel einer erfolgreichen Wahl „gegen den Krieg“ naiv ist.
13:06 Absehbares Verhalten der Fraktionen bei der Vertrauensfrage: Scholz KANN nicht gewinnen!
24:06 Sofortige Wiederholbarkeit der V-Frage: das Totschlagargument gegen ein taktisches „Ja“ zu Scholz!
28:21 Meine politische Meinung zu einer „marketing-taktischen“ „Ja“-Option zur Regierung Scholz
30:55 Nicht vergleichbar: der AfD-Kemmerich-Coup 2020 und die V-Frage Scholz 2024
38:37 Warum sind so viele Zuschauer für eine taktische Zustimmung pro Scholz?

* * * 
Kanal abonnieren:
https://t.me/pboehringer",AfD TV,https://www.youtube.com/watch?v=O8tqeu7EZ_E,True
9Owb6CszYRg,Parlament im Stillstand – Regierung ohne Plan!“ | Frequenz: Freiheit - Der Podcast der AfD,"In der aktuellen Folge des Podcasts „Frequenz: Freiheit“ (Woche 46/2024) diskutieren Tino Chrupalla, Kay Gottschalk und Dr. Rainer Kraft über die politische Stagnation im Bundestag, verursacht durch die Arbeitsverweigerung der etablierten Parteien. Thematisiert werden u. a. die Folgen der unterbrochenen Sitzungswochen, die Migrationspolitik, die Energiekrise und die Zukunft der Kernenergie. Kay Gottschalk beleuchtet kritisch die Personalie des neuen Finanzministers Jörg Kukies und mögliche Interessenskonflikte, während Dr. Rainer Kraft die Folgen der fehlerhaften deutschen Energiepolitik analysiert.",AfD TV,https://www.youtube.com/watch?v=9Owb6CszYRg,True
ZE7ADrI62Xc,JUNG & PATRIOTISCH: Trump-Triumph und Ampel-Ausfall - AfD & FPÖ,"Erst wird Trump mit großem Vorsprung zum US-Präsident gewählt, danach zerbricht endlich die katastrophale Ampel und im EU-Parlament findet eine Posse um die Ernennung der neuen EU-Kommissare statt: die vergangene Woche hatte es in sich. In der neuen Folge JUNG & PATRIOTISCH diskutieren Petra Steger (FPÖ) und Alexander Jungbluth (AfD) die aktuellen Entwicklungen.",AfD TV,https://www.youtube.com/watch?v=ZE7ADrI62Xc,True
_74EsmRRLOc,AfD-Abrechnung im Bundestag: Baumann fordert sofortige Neuwahlen!,"Auf Verlangen der #AfD debattiert der #Bundestag mit einer Aktuellen Stunde über den richtigen Weg zu #Neuwahlen. Der Parlamentarische Geschäftsführer der AfD-Fraktion, Dr. Bernd #Baumann, macht die Position der AfD klar: Die #Vertrauensfrage muss umgehend gestellt werden. 

Baumann rechnet in seiner Rede mit der Ampel-Regierung ab, die unser Land einem selbstmörderischen Wahnsinn ausgeliefert hat. Die #CDU ist jedoch nicht besser, betont Baumann – „Sie ist Teil des links-grünen Problems!“ Nur eine Stimme für die AfD bietet deshalb die Chance auf einen neuen Aufstieg unserer Nation.",AfD TV,https://www.youtube.com/watch?v=_74EsmRRLOc,True
